Replicate,Position_ID,Type,Frame,Cell_ID,Area_um_2,,,,Perimeter,Circularity,,,,Aspect_ratio,Round,Solidity
Rep1,Pos026,Compressed,40,11,847.162,255,255,255,113.345,0.829,216026.222,100,167280,1.342,0.745,0.941
Rep1,Pos026,Compressed,40,12,1175.179,255,255,255,170.878,0.506,299670.521,100,232050,2.199,0.455,0.791
Rep1,Pos026,Compressed,40,13,708.981,255,255,255,104.643,0.814,180790.237,100,139995,1.423,0.703,0.913
Rep1,Pos026,Compressed,40,14,1079.615,255,255,255,133.02,0.767,275301.709,100,213180,1.602,0.624,0.927
Rep1,Pos026,Compressed,45,1,860.076,255,255,255,112.289,0.857,219319.304,100,169830,1.153,0.867,0.933
Rep1,Pos026,Compressed,45,2,2440.755,255,255,255,315.262,0.309,622392.62,100,481950,1.792,0.558,0.594
Rep1,Pos026,Compressed,45,3,794.214,255,255,255,119.497,0.699,202524.583,100,156825,1.745,0.573,0.862
Rep1,Pos026,Compressed,45,4,1695.615,255,255,255,193.377,0.57,432381.752,100,334815,1.73,0.578,0.861
Rep1,Pos026,Compressed,45,5,729.644,255,255,255,103.702,0.853,186059.17,100,144075,1.254,0.797,0.946
Rep1,Pos026,Compressed,45,6,1505.778,255,255,255,216.105,0.405,383973.437,100,297330,2.281,0.438,0.787
Rep1,Pos026,Compressed,45,7,1062.826,255,255,255,139.058,0.691,271020.702,100,209865,2.012,0.497,0.908
Rep1,Pos026,Compressed,45,8,747.723,255,255,255,105.585,0.843,190669.485,100,147645,1.19,0.84,0.923
Rep1,Pos026,Compressed,45,9,1283.657,255,255,255,187.063,0.461,327332.415,100,253470,1.796,0.557,0.771
Rep1,Pos026,Compressed,45,10,787.757,255,255,255,124.594,0.638,200878.042,100,155550,2.16,0.463,0.841
Rep1,Pos026,Compressed,45,11,919.48,255,255,255,145.44,0.546,234467.485,100,181560,1.414,0.707,0.806
Rep1,Pos026,Compressed,45,12,887.195,255,255,255,141.835,0.554,226234.778,100,175185,1.321,0.757,0.812
Rep1,Pos026,Compressed,45,13,670.239,255,255,255,108.133,0.72,170910.989,100,132345,1.411,0.709,0.886
Rep1,Pos026,Compressed,45,14,1153.225,255,255,255,154.141,0.61,294072.28,100,227715,1.316,0.76,0.863
Rep1,Pos026,Compressed,45,15,1109.317,255,255,255,129.806,0.827,282875.799,100,219045,1.229,0.814,0.936
Rep2,Pos001,Uncompressed,10,1,493.317,255,255,255,84.578,0.867,125795.757,100,97410,1.414,0.707,0.929
Rep2,Pos001,Uncompressed,10,2,508.814,255,255,255,88.734,0.812,129747.456,100,100470,1.702,0.587,0.905
Rep2,Pos001,Uncompressed,10,3,585.006,255,255,255,110.13,0.606,149176.644,100,115515,1.398,0.715,0.848
Rep2,Pos001,Uncompressed,10,4,334.474,255,255,255,72.663,0.796,85290.841,100,66045,1.804,0.554,0.899
Rep2,Pos001,Uncompressed,15,1,420.998,255,255,255,76.818,0.897,107354.494,100,83130,1.114,0.897,0.931
Rep2,Pos001,Uncompressed,15,2,609.543,255,255,255,98.376,0.791,155433.501,100,120360,1.311,0.763,0.91
Rep2,Pos001,Uncompressed,15,3,736.101,255,255,255,110.958,0.751,187705.711,100,145350,1.111,0.9,0.891
Rep2,Pos001,Uncompressed,15,4,462.323,255,255,255,82.305,0.858,117892.359,100,91290,1.393,0.718,0.925
Rep2,Pos001,Uncompressed,15,5,583.715,255,255,255,99.432,0.742,148847.336,100,115260,1.144,0.874,0.89
Rep2,Pos001,Uncompressed,15,6,330.6,255,255,255,69.61,0.857,84302.916,100,65280,1.037,0.965,0.898
Rep2,Pos001,Uncompressed,15,7,659.908,255,255,255,104.919,0.753,168276.523,100,130305,1.317,0.759,0.881
Rep2,Pos001,Uncompressed,20,1,789.048,255,255,255,106.365,0.876,201207.35,100,155805,1.262,0.793,0.947
Rep2,Pos001,Uncompressed,20,2,587.589,255,255,255,93.945,0.837,149835.26,100,116025,1.168,0.856,0.915
Rep2,Pos001,Uncompressed,20,3,515.271,255,255,255,85.52,0.885,131393.998,100,101745,1.114,0.897,0.921
Rep2,Pos004,Uncompressed,5,1,552.721,255,255,255,92.338,0.815,140943.937,100,109140,1.281,0.781,0.91
Rep2,Pos004,Uncompressed,5,2,499.774,255,255,255,85.244,0.864,127442.298,100,98685,1.398,0.715,0.931
Rep2,Pos004,Uncompressed,10,1,513.979,255,255,255,92.338,0.758,131064.689,100,101490,1.451,0.689,0.888
Rep2,Pos004,Uncompressed,10,2,400.336,255,255,255,78.036,0.826,102085.562,100,79050,1.361,0.735,0.913
Rep2,Pos004,Uncompressed,10,3,537.224,255,255,255,93.555,0.771,136992.238,100,106080,1.319,0.758,0.868
Rep2,Pos004,Uncompressed,10,4,515.271,255,255,255,85.52,0.885,131393.998,100,101745,1.099,0.91,0.926
Rep2,Pos004,Uncompressed,10,5,424.872,255,255,255,82.03,0.793,108342.419,100,83895,1.485,0.673,0.906
Rep2,Pos004,Uncompressed,15,1,528.185,255,255,255,87.517,0.867,134687.08,100,104295,1.098,0.911,0.923
Rep2,Pos004,Uncompressed,15,2,507.522,255,255,255,86.851,0.846,129418.148,100,100215,1.25,0.8,0.912
Rep2,Pos004,Uncompressed,15,3,741.266,255,255,255,107.192,0.811,189022.944,100,146370,1.271,0.787,0.91
Rep2,Pos004,Uncompressed,15,4,427.455,255,255,255,77.484,0.895,109001.036,100,84405,1.181,0.847,0.938
Rep2,Pos004,Uncompressed,15,5,477.82,255,255,255,86.851,0.796,121844.058,100,94350,1.606,0.623,0.902
Rep2,Pos004,Uncompressed,20,1,526.893,255,255,255,84.968,0.917,134357.772,100,104040,1.049,0.954,0.952
Rep2,Pos004,Uncompressed,20,2,374.507,255,255,255,80.033,0.735,95499.397,100,73950,1.587,0.63,0.876
Rep2,Pos004,Uncompressed,20,3,640.537,255,255,255,110.682,0.657,163336.899,100,126480,1.337,0.748,0.834
Rep2,Pos005,Uncompressed,1,1,302.17,255,255,255,66.898,0.848,77053.378,100,59670,1.623,0.616,0.938
Rep2,Pos005,Uncompressed,5,1,278.926,255,255,255,63.57,0.867,71126.195,100,55080,1.448,0.691,0.911
Rep2,Pos005,Uncompressed,10,1,905.219,255,255,255,133.957,0.634,230830.845,100,178755,2.194,0.456,0.865
Rep2,Pos005,Uncompressed,10,2,293.131,255,255,255,66.118,0.843,74748.362,100,57885,1.31,0.764,0.903
Rep2,Pos005,Uncompressed,10,3,408.059,255,255,255,79.364,0.814,104054.989,100,80580,1.287,0.777,0.908
Rep2,Pos005,Uncompressed,10,4,419.681,255,255,255,100.37,0.524,107018.58,100,82875,2.058,0.486,0.752
Rep2,Pos005,Uncompressed,10,5,358.988,255,255,255,72.936,0.848,91542.047,100,70890,1.237,0.808,0.906
Rep2,Pos005,Uncompressed,10,6,533.317,255,255,255,90.177,0.824,135995.919,100,105315,1.375,0.727,0.941
Rep2,Pos005,Uncompressed,10,7,462.294,255,255,255,83.91,0.825,117885.082,100,91290,1.298,0.77,0.909
Rep2,Pos005,Uncompressed,10,8,448.09,255,255,255,84.576,0.787,114262.915,100,88485,1.125,0.889,0.898
Rep2,Pos005,Uncompressed,15,1,977.533,255,255,255,143.828,0.594,249270.969,100,193035,2.3,0.435,0.837
Rep2,Pos005,Uncompressed,15,2,399.02,255,255,255,80.81,0.768,101749.973,100,78795,1.497,0.668,0.889
Rep2,Pos005,Uncompressed,15,3,388.689,255,255,255,78.423,0.794,99115.669,100,76755,1.72,0.581,0.907
Rep2,Pos005,Uncompressed,15,4,286.674,255,255,255,63.294,0.899,73101.922,100,56610,1.389,0.72,0.933
Rep2,Pos005,Uncompressed,15,5,313.792,255,255,255,65.842,0.91,80016.969,100,61965,1.315,0.761,0.935
Rep2,Pos005,Uncompressed,15,6,590.136,255,255,255,101.426,0.721,150484.588,100,116535,1.586,0.63,0.846
Rep2,Pos005,Uncompressed,15,7,627.584,255,255,255,107.189,0.686,160033.938,100,123930,1.491,0.671,0.866
Rep2,Pos005,Uncompressed,20,1,373.193,255,255,255,73.992,0.857,95164.214,100,73695,1.071,0.934,0.925
Rep2,Pos005,Uncompressed,20,2,665.033,255,255,255,100.76,0.823,169583.288,100,131325,1.106,0.904,0.92
Rep2,Pos005,Uncompressed,20,3,650.828,255,255,255,100.095,0.816,165961.121,100,128520,1.149,0.871,0.918
Rep2,Pos005,Uncompressed,20,4,482.956,255,255,255,87.79,0.787,123153.689,100,95370,1.304,0.767,0.893
Rep2,Pos005,Uncompressed,20,5,306.044,255,255,255,66.232,0.877,78041.241,100,60435,1.392,0.718,0.939
Rep2,Pos005,Uncompressed,20,6,569.474,255,255,255,96.215,0.773,145215.981,100,112455,1.435,0.697,0.888
Rep2,Pos005,Uncompressed,20,7,572.057,255,255,255,93.666,0.819,145874.557,100,112965,1.441,0.694,0.937
Rep2,Pos005,Uncompressed,25,1,476.499,255,255,255,83.244,0.864,121507.249,100,94095,1.218,0.821,0.913
Rep2,Pos005,Uncompressed,25,2,537.191,255,255,255,88.18,0.868,136983.782,100,106080,1.348,0.742,0.937
Rep2,Pos005,Uncompressed,25,3,595.301,255,255,255,92.059,0.883,151801.74,100,117555,1.216,0.823,0.942
Rep2,Pos005,Uncompressed,25,4,399.02,255,255,255,75.599,0.877,101749.973,100,78795,1.306,0.766,0.945
Rep2,Pos005,Uncompressed,25,5,449.381,255,255,255,77.872,0.931,114592.203,100,88740,1.256,0.796,0.959
Rep2,Pos005,Uncompressed,25,6,491.995,255,255,255,85.907,0.838,125458.705,100,97155,1.571,0.637,0.936
Rep2,Pos005,Uncompressed,25,7,298.296,255,255,255,70.112,0.763,76065.514,100,58905,1.86,0.538,0.901
Rep2,Pos005,Uncompressed,25,8,436.468,255,255,255,81.913,0.817,111299.323,100,86190,1.349,0.741,0.903
Rep2,Pos005,Uncompressed,25,9,582.388,255,255,255,93.942,0.829,148508.86,100,115005,1.107,0.904,0.9
Rep2,Pos005,Uncompressed,30,1,440.342,255,255,255,84.965,0.767,112287.187,100,86955,1.439,0.695,0.907
Rep2,Pos005,Uncompressed,30,2,485.538,255,255,255,83.91,0.867,123812.265,100,95880,1.37,0.73,0.931
Rep2,Pos005,Uncompressed,30,3,311.209,255,255,255,65.177,0.921,79358.393,100,61455,1.24,0.806,0.932
Rep2,Pos005,Uncompressed,30,4,498.452,255,255,255,81.361,0.946,127105.144,100,98430,1.213,0.824,0.955
Rep2,Pos005,Uncompressed,30,5,405.476,255,255,255,75.485,0.894,103396.413,100,80070,1.249,0.801,0.933
Rep2,Pos005,Uncompressed,30,6,368.028,255,255,255,76.54,0.789,93847.062,100,72675,1.548,0.646,0.911
Rep2,Pos005,Uncompressed,30,7,316.375,255,255,255,67.564,0.871,80675.545,100,62475,1.122,0.891,0.921
Rep2,Pos005,Uncompressed,30,8,360.28,255,255,255,76.54,0.773,91871.335,100,71145,1.773,0.564,0.909
Rep2,Pos005,Uncompressed,35,1,440.342,255,255,255,84.965,0.767,112287.187,100,86955,1.439,0.695,0.907
Rep2,Pos005,Uncompressed,35,2,485.538,255,255,255,83.91,0.867,123812.265,100,95880,1.37,0.73,0.931
Rep2,Pos005,Uncompressed,35,3,311.209,255,255,255,65.177,0.921,79358.393,100,61455,1.24,0.806,0.932
Rep2,Pos005,Uncompressed,35,4,498.452,255,255,255,81.361,0.946,127105.144,100,98430,1.213,0.824,0.955
Rep2,Pos005,Uncompressed,35,5,405.476,255,255,255,75.485,0.894,103396.413,100,80070,1.249,0.801,0.933
Rep2,Pos005,Uncompressed,35,6,368.028,255,255,255,76.54,0.789,93847.062,100,72675,1.548,0.646,0.911
Rep2,Pos005,Uncompressed,35,7,316.375,255,255,255,67.564,0.871,80675.545,100,62475,1.122,0.891,0.921
Rep2,Pos005,Uncompressed,35,8,360.28,255,255,255,76.54,0.773,91871.335,100,71145,1.773,0.564,0.909
Rep2,Pos005,Uncompressed,40,1,379.65,255,255,255,73.326,0.887,96810.654,100,74970,1.335,0.749,0.944
Rep2,Pos005,Uncompressed,40,2,476.499,255,255,255,85.631,0.817,121507.249,100,94095,1.663,0.601,0.933
Rep2,Pos005,Uncompressed,40,3,353.823,255,255,255,69.998,0.907,90224.895,100,69870,1.09,0.918,0.93
Rep2,Pos005,Uncompressed,40,4,511.365,255,255,255,102.092,0.617,130398.024,100,100980,2,0.5,0.84
Rep2,Pos005,Uncompressed,40,5,803.204,255,255,255,151.749,0.438,204817.098,100,158610,1.715,0.583,0.809
Rep2,Pos005,Uncompressed,40,6,579.805,255,255,255,91.394,0.872,147850.284,100,114495,1.198,0.834,0.939
Rep2,Pos005,Uncompressed,40,7,472.625,255,255,255,89.511,0.741,120519.385,100,93330,2.029,0.493,0.917
Rep2,Pos005,Uncompressed,40,8,440.342,255,255,255,80.42,0.856,112287.187,100,86955,1.291,0.775,0.934
Rep2,Pos005,Uncompressed,40,9,646.954,255,255,255,110.013,0.672,164973.257,100,127755,2.387,0.419,0.883
Rep2,Pos005,Uncompressed,40,10,683.111,255,255,255,101.312,0.836,174193.319,100,134895,1.178,0.849,0.913
Rep2,Pos005,Uncompressed,40,11,417.098,255,255,255,78.033,0.861,106360.004,100,82365,1.228,0.814,0.91
Rep2,Pos005,Uncompressed,40,12,355.114,255,255,255,68.781,0.943,90554.183,100,70125,1.206,0.829,0.953
Rep2,Pos005,Uncompressed,45,1,494.578,255,255,255,83.52,0.891,126117.28,100,97665,1.061,0.943,0.922
Rep2,Pos005,Uncompressed,45,2,596.592,255,255,255,93.001,0.867,152131.028,100,117810,1.223,0.818,0.928
Rep2,Pos005,Uncompressed,45,3,436.468,255,255,255,78.813,0.883,111299.323,100,86190,1.088,0.919,0.931
Rep2,Pos005,Uncompressed,45,4,362.862,255,255,255,71.719,0.887,92529.911,100,71655,1.215,0.823,0.938
Rep2,Pos005,Uncompressed,45,5,578.514,255,255,255,90.062,0.896,147520.996,100,114240,1.221,0.819,0.941
Rep2,Pos005,Uncompressed,45,6,365.445,255,255,255,72.271,0.879,93188.487,100,72165,1.208,0.828,0.92
Rep2,Pos005,Uncompressed,45,7,368.028,255,255,255,70.388,0.933,93847.062,100,72675,1.172,0.853,0.945
Rep2,Pos009,Compressed,1,1,983.99,255,255,255,118.552,0.88,250917.409,100,194310,1.141,0.877,0.945
Rep2,Pos009,Compressed,1,2,1654.188,255,255,255,172.204,0.701,421817.849,100,326655,1.612,0.62,0.895
Rep2,Pos009,Compressed,1,3,1751.037,255,255,255,191.536,0.6,446514.445,100,345780,2.428,0.412,0.859
Rep2,Pos009,Compressed,1,4,861.314,255,255,255,116.67,0.795,219635.055,100,170085,1.431,0.699,0.917
Rep2,Pos009,Compressed,1,5,1642.566,255,255,255,195.92,0.538,418854.258,100,324360,1.781,0.562,0.834
Rep2,Pos009,Compressed,1,6,2333.425,255,255,255,328.384,0.272,595023.305,100,460785,2.667,0.375,0.685
Rep2,Pos009,Compressed,1,7,2361.834,255,255,255,232.949,0.547,602267.639,100,466395,2.943,0.34,0.843
Rep2,Pos009,Compressed,1,8,621.127,255,255,255,109.851,0.647,158387.498,100,122655,2.302,0.434,0.857
Rep2,Pos009,Compressed,1,9,1705.841,255,255,255,187.999,0.607,434989.367,100,336855,1.975,0.506,0.861
Rep2,Pos009,Compressed,5,1,1951.192,255,255,255,171.262,0.836,497554.075,100,385305,1.494,0.67,0.964
Rep2,Pos009,Compressed,5,2,1266.79,255,255,255,180.239,0.49,323031.468,100,250155,2.519,0.397,0.779
Rep2,Pos009,Compressed,5,3,1247.42,255,255,255,131.133,0.912,318092.149,100,246330,1.136,0.88,0.96
Rep2,Pos009,Compressed,5,4,1824.643,255,255,255,208.938,0.525,465283.857,100,360315,2.995,0.334,0.831
Rep2,Pos009,Compressed,5,5,1554.756,255,255,255,162.447,0.74,396462.678,100,307020,1.873,0.534,0.934
Rep2,Pos009,Compressed,5,6,1079.548,255,255,255,123.373,0.891,275284.717,100,213180,1.154,0.867,0.956
Rep2,Pos009,Compressed,5,7,610.797,255,255,255,107.579,0.663,155753.195,100,120615,1.444,0.693,0.855
Rep2,Pos009,Compressed,5,8,2542.619,255,255,255,217.867,0.673,648367.951,100,502095,2.366,0.423,0.915
Rep2,Pos009,Compressed,5,9,2350.212,255,255,255,265.48,0.419,599304.048,100,464100,2.879,0.347,0.833
Rep2,Pos009,Compressed,5,10,1793.651,255,255,255,164.72,0.831,457380.947,100,354195,1.507,0.664,0.959
Rep2,Pos009,Compressed,10,1,2134.561,255,255,255,185.726,0.778,544312.962,100,421515,1.686,0.593,0.946
Rep2,Pos009,Compressed,10,2,1336.522,255,255,255,145.872,0.789,340813.016,100,263925,1.357,0.737,0.908
Rep2,Pos009,Compressed,10,3,1215.137,255,255,255,132.074,0.875,309859.95,100,239955,1.386,0.722,0.945
Rep2,Pos009,Compressed,10,4,1944.736,255,255,255,211.049,0.549,495907.635,100,384030,2.889,0.346,0.824
Rep2,Pos009,Compressed,10,5,1065.343,255,255,255,125.646,0.848,271662.549,100,210375,1.254,0.797,0.945
Rep2,Pos009,Compressed,10,6,1473.402,255,255,255,149.591,0.827,375717.538,100,290955,1.527,0.655,0.951
Rep2,Pos009,Compressed,10,7,3149.542,255,255,255,380.59,0.273,803133.282,100,621945,2.005,0.499,0.65
Rep2,Pos009,Compressed,10,8,1698.093,255,255,255,163.113,0.802,433013.639,100,335325,1.042,0.96,0.922
Rep2,Pos009,Compressed,15,1,2182.34,255,255,255,177.691,0.869,556496.616,100,430950,1.106,0.904,0.957
Rep2,Pos009,Compressed,15,2,1961.523,255,255,255,188.389,0.695,500188.379,100,387345,2.144,0.466,0.939
Rep2,Pos009,Compressed,15,3,1247.42,255,255,255,136.734,0.838,318092.149,100,246330,1.498,0.667,0.957
Rep2,Pos009,Compressed,15,4,1115.705,255,255,255,125.76,0.886,284504.779,100,220320,1.05,0.953,0.958
Rep2,Pos009,Compressed,15,5,1930.531,255,255,255,224.134,0.483,492285.468,100,381225,1.428,0.7,0.733
Rep2,Pos009,Compressed,15,6,1439.828,255,255,255,142.497,0.891,367156.051,100,284325,1.264,0.791,0.962
Rep2,Pos009,Compressed,15,7,681.82,255,255,255,98.878,0.876,173864.032,100,134640,1.315,0.76,0.945
Rep2,Pos009,Compressed,20,1,2205.584,1,1,1,190.823,0.761,2205.584,100,1708,1.65,0.606,0.928
Rep2,Pos009,Compressed,20,2,1908.579,2,2,2,186.943,0.686,3817.157,100,2956,2.09,0.478,0.896
Rep2,Pos009,Compressed,20,3,1247.42,3,3,3,135.013,0.86,3742.261,100,2898,1.052,0.951,0.946
Rep2,Pos009,Compressed,20,4,1397.214,4,4,4,149.476,0.786,5588.856,100,4328,1.404,0.712,0.912
Rep2,Pos009,Compressed,20,5,2011.885,5,5,5,260.155,0.374,10059.424,100,7790,3.653,0.274,0.759
Rep2,Pos009,Compressed,25,1,1856.926,1,1,1,179.849,0.721,1856.926,100,1438,1.207,0.828,0.891
Rep2,Pos009,Compressed,25,2,1310.695,2,2,2,182.398,0.495,2621.39,100,2030,2.877,0.348,0.784
Rep2,Pos009,Compressed,25,3,1296.491,4,4,4,148.421,0.74,5185.962,100,4016,1.89,0.529,0.929
Rep2,Pos009,Compressed,25,4,1250.003,3,3,3,133.406,0.883,3750.009,100,2904,1.023,0.977,0.956
Rep2,Pos009,Compressed,25,5,1173.815,6,6,6,133.957,0.822,7042.888,100,5454,1.146,0.873,0.911
Rep2,Pos009,Compressed,25,6,1896.957,5,5,5,243.694,0.401,9484.784,100,7345,1.968,0.508,0.723
Rep2,Pos009,Compressed,30,1,1860.8,1,1,1,179.459,0.726,1860.8,100,1441,1.702,0.588,0.906
Rep2,Pos009,Compressed,30,2,1280.995,5,5,5,168.485,0.567,6404.973,100,4960,1.614,0.62,0.831
Rep2,Pos009,Compressed,30,3,491.995,3,3,3,91.945,0.731,1475.985,100,1143,1.371,0.729,0.866
Rep2,Pos009,Compressed,30,4,800.622,4,4,4,112.951,0.789,3202.487,100,2480,1.441,0.694,0.924
Rep2,Pos009,Compressed,30,5,750.26,6,6,6,114.007,0.725,4501.56,100,3486,1.61,0.621,0.874
Rep2,Pos009,Compressed,30,6,1912.453,2,2,2,199.524,0.604,3824.905,100,2962,1.416,0.706,0.888
Rep2,Pos009,Compressed,35,1,1741.998,1,1,1,182.787,0.655,1741.998,100,1349,2.219,0.451,0.909
Rep2,Pos009,Compressed,35,2,1180.271,3,3,3,174.476,0.487,3540.814,100,2742,2.891,0.346,0.777
Rep2,Pos009,Compressed,35,3,1451.45,2,2,2,186.439,0.525,2902.899,100,2248,1.964,0.509,0.782
Rep2,Pos009,Compressed,35,4,1076.965,6,6,6,173.972,0.447,6461.792,100,5004,2.815,0.355,0.713
Rep2,Pos009,Compressed,35,5,823.866,7,7,7,116.004,0.769,5767.059,100,4466,1.249,0.801,0.913
Rep2,Pos009,Compressed,35,6,1257.751,5,5,5,154.688,0.661,6288.754,100,4870,1.251,0.799,0.896
Rep2,Pos009,Compressed,35,7,1938.279,4,4,4,223.078,0.489,7753.117,100,6004,1.945,0.514,0.768
Rep2,Pos009,Compressed,40,1,1318.443,1,1,1,146.538,0.772,1318.443,100,1021,1.649,0.606,0.924
Rep2,Pos009,Compressed,40,2,1159.61,3,3,3,153.746,0.616,3478.83,100,2694,2.017,0.496,0.831
Rep2,Pos009,Compressed,40,3,1260.333,2,2,2,167.154,0.567,2520.667,100,1952,1.971,0.507,0.781
Rep2,Pos009,Compressed,40,4,1712.297,4,4,4,225.237,0.424,6849.189,100,5304,1.481,0.675,0.725
Rep2,Pos009,Compressed,45,1,1147.988,3,3,3,175.694,0.467,3443.964,100,2667,1.542,0.648,0.817
Rep2,Pos009,Compressed,45,2,1563.795,2,2,2,212.77,0.434,3127.59,100,2422,2.413,0.414,0.76
Rep2,Pos009,Compressed,45,3,1025.312,4,4,4,154.916,0.537,4101.249,100,3176,1.574,0.635,0.796
Rep2,Pos009,Compressed,45,4,782.543,1,1,1,115.224,0.741,782.543,100,606,1.83,0.547,0.906
Rep2,Pos010,Compressed,1,1,1820.769,255,255,255,187.884,0.648,464295.993,100,359550,2.209,0.453,0.894
Rep2,Pos010,Compressed,1,2,1763.95,255,255,255,173.421,0.737,449807.324,100,348330,1.431,0.699,0.888
Rep2,Pos010,Compressed,1,3,937.502,255,255,255,128.309,0.716,239063.043,100,185130,2.102,0.476,0.934
Rep2,Pos010,Compressed,1,4,1577.999,255,255,255,186.116,0.572,402389.861,100,311610,2.286,0.438,0.863
Rep2,Pos010,Compressed,1,5,1180.271,255,255,255,159.395,0.584,300969.176,100,233070,2.063,0.485,0.853
Rep2,Pos010,Compressed,1,6,1237.09,255,255,255,142.658,0.764,315457.845,100,244290,1.75,0.571,0.932
Rep2,Pos010,Compressed,1,7,1920.201,255,255,255,168.324,0.852,489651.164,100,379185,1.496,0.668,0.955
Rep2,Pos010,Compressed,1,8,2073.868,255,255,255,258.225,0.391,528836.429,100,409530,3.096,0.323,0.732
Rep2,Pos010,Compressed,1,9,2936.474,255,255,255,207.398,0.858,748800.772,100,579870,1.397,0.716,0.955
Rep2,Pos010,Compressed,1,10,1627.07,255,255,255,161.392,0.785,414902.802,100,321300,1.485,0.673,0.93
Rep2,Pos010,Compressed,5,1,1970.562,255,255,255,173.421,0.823,502493.394,100,389130,1.545,0.647,0.956
Rep2,Pos010,Compressed,5,2,1797.525,255,255,255,163.664,0.843,458368.81,100,354960,1.465,0.683,0.959
Rep2,Pos010,Compressed,5,3,1962.814,255,255,255,184.67,0.723,500517.666,100,387600,2.02,0.495,0.921
Rep2,Pos010,Compressed,5,4,1005.942,255,255,255,136.896,0.675,256515.304,100,198645,2.387,0.419,0.896
Rep2,Pos010,Compressed,5,5,1266.79,255,255,255,151.911,0.69,323031.468,100,250155,2.213,0.452,0.907
Rep2,Pos010,Compressed,5,6,1439.828,255,255,255,146.814,0.839,367156.051,100,284325,1.31,0.763,0.927
Rep2,Pos010,Compressed,5,7,1465.654,255,255,255,153.632,0.78,373741.81,100,289425,1.544,0.648,0.937
Rep2,Pos010,Compressed,5,8,853.566,255,255,255,132.626,0.61,217659.327,100,168555,2.235,0.447,0.827
Rep2,Pos010,Compressed,5,9,1323.608,255,255,255,154.298,0.699,337520.137,100,261375,2.243,0.446,0.919
Rep2,Pos010,Compressed,5,10,1957.649,255,255,255,167.268,0.879,499200.515,100,386580,1.313,0.761,0.967
Rep2,Pos010,Compressed,5,11,3583.428,255,255,255,231.066,0.843,913774.029,100,707625,1.47,0.68,0.969
Rep2,Pos010,Compressed,10,1,2008.011,255,255,255,187.884,0.715,512042.744,100,396525,2.056,0.486,0.933
Rep2,Pos010,Compressed,10,2,1877.587,255,255,255,170.093,0.816,478784.663,100,370770,1.716,0.583,0.959
Rep2,Pos010,Compressed,10,3,1118.288,255,255,255,134.071,0.782,285163.355,100,220830,1.647,0.607,0.918
Rep2,Pos010,Compressed,10,4,1956.358,255,255,255,187.171,0.702,498871.227,100,386325,1.716,0.583,0.906
Rep2,Pos010,Compressed,10,5,1306.821,255,255,255,141.993,0.815,333239.394,100,258060,1.283,0.779,0.92
Rep2,Pos010,Compressed,10,6,1477.276,255,255,255,148.259,0.845,376705.402,100,291720,1.324,0.755,0.948
Rep2,Pos010,Compressed,10,7,1553.464,255,255,255,162.999,0.735,396133.39,100,306765,1.777,0.563,0.919
Rep2,Pos010,Compressed,10,8,1743.289,255,255,255,160.564,0.85,444538.717,100,344250,1.439,0.695,0.956
Rep2,Pos010,Compressed,10,9,1300.365,255,255,255,152.301,0.704,331592.954,100,256785,1.387,0.721,0.882
Rep2,Pos010,Compressed,10,10,1881.461,255,255,255,178.746,0.74,479772.526,100,371535,1.987,0.503,0.948
Rep2,Pos010,Compressed,10,11,3574.388,255,255,255,261.99,0.654,911469.014,100,705840,2.32,0.431,0.915
Rep2,Pos010,Compressed,15,1,1740.706,255,255,255,172.251,0.737,443880.141,100,343740,2.064,0.485,0.937
Rep2,Pos010,Compressed,15,2,1144.114,255,255,255,146.538,0.67,291749.113,100,225930,2.278,0.439,0.886
Rep2,Pos010,Compressed,15,3,1951.192,255,255,255,183.729,0.726,497554.075,100,385305,1.634,0.612,0.923
Rep2,Pos010,Compressed,15,4,1322.317,255,255,255,158.957,0.658,337190.849,100,261120,1.741,0.574,0.858
Rep2,Pos010,Compressed,15,5,875.519,255,255,255,113.341,0.856,223257.222,100,172890,1.156,0.865,0.941
Rep2,Pos010,Compressed,15,6,2521.958,255,255,255,216.764,0.674,643099.344,100,498015,1.475,0.678,0.892
Rep2,Pos010,Compressed,15,7,1603.826,255,255,255,159.119,0.796,408975.62,100,316710,1.577,0.634,0.939
Rep2,Pos010,Compressed,15,8,1523.764,255,255,255,146.101,0.897,388559.767,100,300900,1.058,0.945,0.959
Rep2,Pos010,Compressed,15,9,2623.973,255,255,255,265.043,0.469,669113.091,100,518160,3.107,0.322,0.759
Rep2,Pos010,Compressed,15,10,1720.045,255,255,255,158.177,0.864,438611.534,100,339660,1.133,0.883,0.941
Rep2,Pos010,Compressed,15,11,1295.199,255,255,255,140.614,0.823,330275.802,100,255765,1.554,0.644,0.942
Rep2,Pos010,Compressed,15,12,3547.27,255,255,255,237.656,0.789,904553.967,100,700485,1.782,0.561,0.954
Rep2,Pos010,Compressed,15,13,1785.903,255,255,255,184.28,0.661,455405.219,100,352665,2.157,0.464,0.897
Rep2,Pos010,Compressed,20,1,1646.44,255,255,255,157.236,0.837,419842.122,100,325125,1.411,0.709,0.959
Rep2,Pos010,Compressed,20,2,1133.784,255,255,255,152.691,0.611,289114.81,100,223890,1.252,0.799,0.833
Rep2,Pos010,Compressed,20,3,1899.539,255,255,255,181.846,0.722,484382.557,100,375105,1.569,0.637,0.904
Rep2,Pos010,Compressed,20,4,2505.171,255,255,255,277.557,0.409,638818.601,100,494700,2.598,0.385,0.723
